"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"phi[702]",2.41145254989402,0.0116964607425611,0.542834179012924,1.34656312907341,2.04706792554169,2.40837477149432,2.77107694853178,3.48259455807718,2153.89949533745,1.0092792270081
"phi[703]",2.24856931727772,0.011817189822433,0.571345132332831,1.12583924887564,1.85870033104475,2.25040116049629,2.63852565312013,3.36103063186716,2337.59161007335,1.00840856659447
"phi[704]",1.85115216309716,0.0112481899681254,0.470103412995045,0.932136120239465,1.53378184894357,1.85015301428783,2.16599736607016,2.77783070874791,1746.71288353082,1.01109101008887
"phi[705]",2.21886536450437,0.0101792637795105,0.530524006926071,1.17613635780333,1.86241914963387,2.21822868813995,2.57527910519261,3.25845702197994,2716.29756964948,1.00804388315822
"phi[706]",1.64012852165697,0.0106206298191739,0.490787719648052,0.671822054575869,1.30803103671741,1.64319564514966,1.96712059421759,2.60293809323284,2135.43733351325,1.00919343783518
"phi[707]",2.28669384104944,0.0121248417751351,0.520426296112344,1.27070329197413,1.93569152513188,2.28634570251713,2.63914723538702,3.31016677665134,1842.32525321337,1.00952831363682
"phi[708]",2.18818077901827,0.011606667819247,0.609948932085043,0.988949476388874,1.77556644898335,2.18866026538486,2.59779297865513,3.37958301446273,2761.67036839576,1.00680950325388
"phi[709]",1.09860112699236,0.0108981177806141,0.514268376881467,0.0834466249709944,0.754088548214853,1.1000961649737,1.44446211136038,2.10116282707348,2226.77658042276,1.00906029454716
"phi[710]",2.58089160253756,0.0211861348649138,0.692326940017851,1.22075050389834,2.11376026862287,2.5744759963169,3.05172100181779,3.92682903782808,1067.87150393692,1.01024843056832
"phi[711]",2.50390391342606,0.0204780226849646,0.658780259386604,1.21104612927499,2.05802196188078,2.49914221807473,2.95287932506457,3.79117075062655,1034.91603091515,1.01095932506287
"phi[712]",2.5975602284601,0.0218971317227857,0.659426558804875,1.32339156133318,2.14793641932612,2.59646042475264,3.04137131493957,3.88828701408959,906.897923466629,1.01207618956964
"phi[713]",2.36404560756452,0.0201022480106766,0.581539910488103,1.24245290320497,1.96465717796767,2.3592654007735,2.75971309767898,3.50180402620949,836.892733448358,1.01381201050788
"phi[714]",2.65556279679304,0.0214250254595215,0.720340834984519,1.24092116282305,2.16747060466476,2.65464254310751,3.14267677653927,4.06512672087459,1130.40319552282,1.01002128486195
"phi[715]",0.721544028517446,0.0227110870597697,0.828591508883681,-0.889041246990018,0.160908512471639,0.720970119378483,1.2868393743875,2.33395798877539,1331.08292619095,1.00741567581623
"phi[716]",0.0715928576663783,0.0221981536163081,0.852308232786411,-1.60237906104613,-0.504898485883179,0.0805621892036699,0.645614678542817,1.74362539604683,1474.21104950893,1.00608335243234
"phi[717]",0.74404319677203,0.0221084180785022,0.884680619530399,-0.995832653462104,0.14301493134371,0.746308268004977,1.33847906522821,2.46846690070923,1601.24464176653,1.00585900168835
"phi[718]",0.271026224999762,0.0225264083215111,0.88795915465697,-1.46426786538222,-0.330144822433269,0.271886448610585,0.875180801215162,2.00779809128275,1553.82489061679,1.00607137157992
"phi[719]",-0.126646814931178,0.0219964382947036,0.871037294744627,-1.82743267973376,-0.718412696863716,-0.124761994601834,0.463925244287046,1.57444272342702,1568.08200613048,1.00610493955332
"phi[720]",1.67773517513574,0.0206740792917871,0.651690503012463,0.400834047631192,1.23541154853171,1.67763856910826,2.11825129729953,2.9521174104266,993.643118263493,1.01193358837102
"phi[721]",1.83586500097595,0.0214416127561236,0.709795858009574,0.454222012200187,1.35311889980127,1.8366877942683,2.31581160157215,3.21711355615996,1095.85230378746,1.01010320156623
"phi[722]",1.42937902292492,0.0206917974297338,0.641168194633801,0.177702604256597,0.993445489308152,1.42795431897691,1.8633598914913,2.6868440792535,960.168614015352,1.01237116324599
"phi[723]",0.780489286855745,0.0201977928902666,0.636499464973711,-0.472042130493132,0.343867541608143,0.783483461891613,1.21548111570405,2.00926138435035,993.08919490739,1.01244882522121
"phi[724]",2.15182069312331,0.0211033125293111,0.717470519936577,0.756973478166006,1.66678734393325,2.14852053005622,2.6391692810864,3.56135816086327,1155.86432802601,1.01049315726313
"phi[725]",2.1710323308406,0.0215257387111818,0.658429525045506,0.886324296027152,1.72398507845976,2.17500022346722,2.62157259712015,3.44564105443052,935.626395805189,1.01215910283304
"phi[726]",1.50412395279687,0.0208976242028718,0.745288957376318,0.0567640489614071,0.99594446096682,1.50299463882129,2.01042996148329,2.965571035731,1271.90754288852,1.0090905715136
"phi[727]",1.01179262378271,0.0202160623142839,0.646005545345721,-0.249327678816993,0.572720322018261,1.01227904318175,1.4490024380771,2.2783933301285,1021.12605285412,1.01168727094982
"phi[728]",1.97919149431892,0.0199754184749588,0.620198296569891,0.772333818029495,1.55406010279828,1.98051039181429,2.39952049092583,3.18640679588835,963.982978623226,1.01251612376101
"phi[729]",1.04949837206341,0.0209506031332219,0.675727261514246,-0.251997133870503,0.587079330764005,1.04667462750667,1.50951229043951,2.37300290637788,1040.27897401316,1.01126826796038
"phi[730]",1.09971567179223,0.0198585393303296,0.586799491254091,-0.0359167472937892,0.697593467290441,1.09995337758411,1.50283513153138,2.23958248296625,873.141950470043,1.01383579373258
"phi[731]",0.865440922112658,0.0197872170555676,0.708948603110688,-0.519339143623448,0.387216507000031,0.863420445726224,1.34515891647605,2.25506834279949,1283.68972997311,1.00957515342325
"phi[732]",0.504369166973332,0.0201169104512079,0.608726007161995,-0.67664286059246,0.0884407081348813,0.506821099851111,0.915593662918087,1.70554437954722,915.632392591068,1.01226222378397
"phi[733]",0.0940176134920229,0.0211132166744031,0.741194935576652,-1.37132500622836,-0.405672234941403,0.101459953577597,0.592206664094046,1.53535455661463,1232.41245033946,1.00856078761936
"phi[734]",-0.108381020985499,0.0208988899921857,0.765304973803829,-1.60210462858925,-0.630027490728914,-0.109972810073261,0.408425662041127,1.39211621928602,1340.98102276079,1.00765219981446
"phi[735]",-0.0130515676985641,0.0206887476490993,0.707420891200486,-1.39696057658494,-0.490274692768036,-0.0136808030873084,0.462914742492058,1.37697919240038,1169.19609826627,1.00885425331296
"phi[736]",-0.096471429069517,0.0196543222014149,0.745034815099499,-1.55595203981012,-0.600569309437295,-0.0929982527975326,0.408228331737582,1.35728669346697,1436.93456751668,1.00780123079534
"phi[737]",1.91528249388311,0.0225164256128312,0.722037112732612,0.490741731808468,1.424569340747,1.91732528982877,2.40784467137318,3.31735439383382,1028.30072808577,1.00927633872594
"phi[738]",1.72807806192828,0.0222046885798588,0.706436944574146,0.348633055793052,1.24743392657482,1.72647336030303,2.20737136477059,3.10616078173702,1012.17925913229,1.00954118540061
"phi[739]",1.06832173908164,0.022069541946088,0.877971747167688,-0.65389051438201,0.471982954830299,1.07368035189856,1.6656727658149,2.77504978945248,1582.61195642064,1.00632987462692
"phi[740]",1.27865624896443,0.0232628422555271,0.748948261128745,-0.18034537684825,0.769746412817484,1.27791974748822,1.79176081875157,2.72848301600991,1036.52094437485,1.00894151031477
"phi[741]",1.2185543026445,0.0226303532862368,0.803761522548464,-0.366644775524682,0.67996159063226,1.21311249589446,1.76576963906972,2.79645915734176,1261.45498155015,1.00748195675554
"phi[742]",1.844363329476,0.0212906721282134,0.896997979576821,0.0721435389610337,1.24465747504535,1.84129364393092,2.45187690142535,3.59649111614762,1775.02382113865,1.00594540348377
"phi[743]",1.12387587134725,0.0223802828529561,0.708634806022349,-0.268247242357983,0.646839151674932,1.1294654945633,1.59901164754353,2.51185585145956,1002.56795095892,1.00958717193507
"phi[744]",-0.230282135234758,0.018614248931419,0.67047257456534,-1.53916306589497,-0.685606328341425,-0.230839298624085,0.223198607675365,1.08090219773239,1297.39135809403,1.00922724085631
"phi[745]",-1.75728875107714,0.0184869355003225,0.903168054494636,-3.52115523180186,-2.36753893066416,-1.76024079135274,-1.14292022259989,0.005382783043671,2386.7519384177,1.00514632875337
"phi[746]",0.181351398077326,0.0197980647234043,0.652870189928807,-1.09890431344715,-0.261919341314772,0.183431487822879,0.623472218602911,1.44796296917899,1087.44724892556,1.01034220991709
"phi[747]",0.253989314374956,0.0181902898296689,0.690799907084049,-1.09567591189853,-0.214228149266274,0.255188289182414,0.723645813007617,1.60268797740831,1442.19937599339,1.00838607711438
"phi[748]",0.387588032250226,0.0190470821884001,0.774753972992407,-1.13152726624491,-0.13597239260965,0.391029612483644,0.914570708508922,1.89902776352123,1654.51501363499,1.007410805524
"phi[749]",0.25349155369027,0.0202739319344461,0.681084284130314,-1.07190467120462,-0.20972507982805,0.257865170173754,0.715802023396348,1.58043428059184,1128.56285002208,1.00963527734274
"phi[750]",-0.962033094017684,0.0190279822165304,0.773999815435288,-2.49459305248166,-1.48383989373402,-0.952379373502202,-0.43309154706503,0.542129674749751,1654.61226983486,1.00705328144666
"phi[751]",-0.393249728705609,0.0181218187254334,0.785334935850187,-1.93692615720368,-0.92133923382208,-0.393193298663,0.131905942758178,1.15158114745485,1878.0461994985,1.00674910696128
"phi[752]",0.0932602973100985,0.017731646758967,0.642780449265316,-1.15152326839358,-0.345144118994641,0.0902001696375143,0.528158615503927,1.35149552662052,1314.09624966667,1.00953761382931
"phi[753]",0.0955425247017185,0.0170417751400694,0.73704319430519,-1.34004425135515,-0.403421722363195,0.0923269380514256,0.597170867043775,1.54787329898129,1870.49356923069,1.00756804185784
"phi[754]",-0.0622574169146358,0.0169519040607125,0.720230448092996,-1.47274593776106,-0.55166997702708,-0.0570155646929673,0.422591346720602,1.34967489095101,1805.11960589492,1.00710046380202
"phi[755]",-0.687483513222411,0.0154217150485716,0.69634567009128,-2.0516039685411,-1.16083765609552,-0.687390960835232,-0.215375516376002,0.673972881611984,2038.84593853194,1.00718670660509
"phi[756]",0.404647980024282,0.0192784537184152,0.593647727758896,-0.759557124802064,-0.00152858362598431,0.401821554312515,0.806963950663513,1.55885446516624,948.228982468633,1.01290749185445
"phi[757]",0.189104970614858,0.0190442888925668,0.603396384266606,-0.978374859661591,-0.227060031301877,0.187045839376056,0.599016250079569,1.37886989953374,1003.86632299841,1.0125815350566
"phi[758]",0.0184672139370405,0.0181198403646643,0.681150134925646,-1.31057092822086,-0.445633643361011,0.0194947592639175,0.481402846346778,1.34932203350787,1413.11322052764,1.00959325074581
"phi[759]",-0.199002257607691,0.0175660647653766,0.604746381903996,-1.3786639133183,-0.608850759429723,-0.19977992532012,0.21091236938069,0.987510526146696,1185.21625243831,1.01090189715318
"phi[760]",-0.154670164915164,0.0177734454802216,0.635525222816424,-1.38886136000973,-0.582162007593084,-0.156613365100551,0.277493586495123,1.08740435925896,1278.56358325994,1.01049726798473
"phi[761]",-1.01508776437214,0.0134979918551288,0.991945873079707,-2.99040037550875,-1.6752739949128,-1.00857199159031,-0.357245425877926,0.939040752711176,5400.54546193965,1.00323353925058
"phi[762]",2.46680941392418,0.0224767854076772,0.726740199560537,1.04422295602128,1.97390982316065,2.4649577057229,2.95727779393196,3.88488210558704,1045.41798937841,1.00921316711131
"phi[763]",2.37203107961004,0.0221331917519029,0.721588155449854,0.959426184913072,1.88291187886062,2.37277587156211,2.85885194744804,3.78993928865376,1062.89581858851,1.00996270911558
"phi[764]",2.16813740938179,0.0216808744066331,0.671927097846781,0.852636323327054,1.71300391091029,2.16986901171498,2.62160147679235,3.48639324510496,960.485304499761,1.0106935776085
"phi[765]",2.23088452853123,0.0219136682357275,0.784944006822559,0.700030018181204,1.70103425865254,2.23220447900569,2.76618719098892,3.7670453513771,1283.06066564871,1.00760540693443
"phi[766]",2.27094915386484,0.0228288917749415,0.755174174889072,0.789506240788403,1.76551645936006,2.27161584478828,2.78280422068615,3.74769459084396,1094.27027215784,1.00896445837638
"phi[767]",2.3814176376022,0.0205645020767014,0.687061177504955,1.04020975461484,1.91784018709822,2.38896239853138,2.84690109548986,3.71601599837179,1116.2318793233,1.01005812431265
"phi[768]",1.98477631770107,0.0224156493024479,0.697945313665058,0.629027932271305,1.50956160418918,1.98307545084634,2.4608391446006,3.34686586158057,969.482880061794,1.01001074760705
"phi[769]",2.17920279800365,0.0204786732247261,0.788460099356413,0.641385049344039,1.64237961933805,2.18075826858003,2.71760928696618,3.72539279977673,1482.36724017426,1.00696905446913
"phi[770]",2.45160100977712,0.0214849563381278,0.683956322728212,1.11747263438777,1.98465710881141,2.45250990897958,2.91686189978186,3.78734353204875,1013.41606936789,1.01104788936951
"phi[771]",2.48807130473655,0.019763854604979,0.687771702784125,1.14416076755135,2.01846816397186,2.49011956626943,2.95635907417284,3.82829274112135,1211.00324389372,1.00946143616275
"phi[772]",2.4827514404038,0.0226421448911985,0.712843401148337,1.08028652822612,1.9987549510032,2.4878518464106,2.96790018924774,3.87114763758928,991.181384532255,1.01021329322409
"phi[773]",0.187759429275397,0.018645621474418,0.631894145426922,-1.05113977220628,-0.243036201941396,0.190507761697412,0.619494317083298,1.42562035749972,1148.51041143942,1.01019864511935
"phi[774]",0.0253131487811984,0.0179641441452116,0.717061505601567,-1.37637138433316,-0.461761873332131,0.0216248219215098,0.51063178625498,1.43079212499444,1593.30806668984,1.00825887946689
"phi[775]",-0.183164941550692,0.0178140510162573,0.6394409620117,-1.42995439396731,-0.619040946472176,-0.184919108333129,0.253388551969463,1.05141834858906,1288.47359605823,1.00960961860506
"phi[776]",0.191815159413944,0.0190455517902241,0.70285202193035,-1.19328082656632,-0.286555780661398,0.193078443766579,0.672976621752856,1.54912178002144,1361.88575668196,1.00844638399399
"phi[777]",-0.875338265917359,0.0183304559484726,0.726764357659,-2.30657375565732,-1.36708542067668,-0.871345787483799,-0.380944094949216,0.543741647817091,1571.95715650493,1.00761378932675
"phi[778]",0.179065621970497,0.018218431490276,0.695081820608666,-1.17926859708621,-0.287351779727662,0.17666791552333,0.652481498192784,1.52889511147881,1455.6262953209,1.00824636292128
"phi[779]",0.079690113527507,0.0181625474225827,0.73268676511423,-1.34688812321738,-0.413277251527395,0.0781238402044187,0.576007726620829,1.51356796295986,1627.35825378954,1.00728393052133
"phi[780]",2.67339665179028,0.0214985105303733,0.6785776595056,1.35761632182567,2.21308900838622,2.66911762640474,3.13861144564087,4.00186648049302,996.28219978173,1.0109797553371
"phi[781]",2.33839082026463,0.0226180242669503,0.693366214937331,0.985370248763784,1.86509837405165,2.34056699450583,2.80650023008396,3.69451257895191,939.75797798143,1.01012708953953
"phi[782]",2.6421775860858,0.0214481087958299,0.68905687641403,1.29303810004737,2.17142187479231,2.64281239365497,3.10983998130861,3.99724601639668,1032.12461192014,1.01051616827887
"phi[783]",2.63094663619589,0.0224634981589157,0.731331058728404,1.19722301099092,2.13393944061854,2.63270855369175,3.12578586150412,4.06195537100051,1059.92041943986,1.00931403926508
"phi[784]",1.54547281127236,0.0215334571194937,0.68398996146979,0.217990646688858,1.08115558896755,1.54538985335031,2.01128184530528,2.88397758325854,1008.95532335113,1.01066996517174
"phi[785]",2.67603571197471,0.0226401742024704,0.701477067960759,1.28978884644547,2.19819036956083,2.67373611032818,3.15042667404977,4.04657392615678,959.991588536848,1.0107213725185
"phi[786]",2.19286925779402,0.0222922329808089,0.677947704337572,0.873909346000967,1.7265324575026,2.19149349096186,2.65778238722106,3.51739096671836,924.879689359896,1.01086368131258
"phi[787]",1.66192945341142,0.0220035690005838,0.675477887539966,0.344448274498852,1.2014794347343,1.66748720566363,2.12176560424164,2.97496859316741,942.401598243342,1.01054684192107
"phi[788]",2.44740616060694,0.0222243599709163,0.727373507793213,1.0140102952682,1.95810317787022,2.4479325808848,2.94353110123047,3.86096933935086,1071.16514589177,1.00936928991307
"phi[789]",2.47222119080028,0.0215073607618581,0.648655198094484,1.21337444987135,2.03066623370199,2.47042844184195,2.91417301503632,3.7452543489128,909.606521711547,1.01268703902711
"phi[790]",1.02932509778396,0.0219621969288607,0.753104565052664,-0.442138976460128,0.516899016458987,1.03094135242989,1.53978683014955,2.50573483309341,1175.8691528339,1.00897207188407
"phi[791]",0.48288580246774,0.0218743191201541,0.748379812074098,-0.974369322318747,-0.0267477232685403,0.486506040675832,0.99010539845723,1.94222083592532,1170.50976193216,1.00841955159377
"phi[792]",0.950849122686618,0.0209183607632158,0.712502073824354,-0.439659397622488,0.469203170957174,0.953618791966885,1.43310914336241,2.35224118688511,1160.15754331703,1.0092509339816
"phi[793]",0.640419057696465,0.0224493177080634,0.828340310390067,-0.978402173370128,0.0785447075757354,0.637310227826863,1.20209104216857,2.25515541634829,1361.48010773973,1.0067435250171
"phi[794]",0.615181818263719,0.0217809880251203,0.656260066126751,-0.676836099683863,0.170845776251041,0.613238328689117,1.06285752077021,1.89900776112142,907.813848212372,1.01116339662047
"phi[795]",0.881386176443173,0.00580829956158118,0.732805270330572,-0.555293799274695,0.388545226401609,0.883644107686825,1.37506399570601,2.3185536444676,15917.657451398,1.00155731321442
"phi[796]",0.829880336756111,0.00587375100812053,0.44450994822146,-0.0406589335911332,0.528131330908179,0.83099551511884,1.12932655485041,1.7024778154635,5727.06226589644,1.00423760250059
"phi[797]",0.21807550481944,0.00541525619644315,0.49009042824436,-0.751123310242475,-0.110215687718194,0.22047294292954,0.546339123193653,1.17098841693677,8190.57563628674,1.00270942006886
"phi[798]",0.581987231450698,0.00579488176723329,0.44796926120131,-0.301495417756736,0.282639943840819,0.581466915824948,0.884838793686368,1.4630744207268,5975.95433432331,1.00364617378701
"phi[799]",0.548071846325199,0.00568585579724141,0.455126182417151,-0.344752123195789,0.24122925552278,0.549204387437959,0.85485275502586,1.43721859004283,6407.25425774935,1.00371849003963
"phi[800]",0.676939246602325,0.00498681478682152,0.570745098913763,-0.44312807750254,0.290820426055651,0.675199373447627,1.06422514088692,1.78234264861373,13098.9928322139,1.00224043424094
"phi[801]",0.667967224340643,0.00564982492908318,0.518728398066102,-0.346105854365138,0.316128274799134,0.666942081972532,1.02056355377818,1.6836451760357,8429.66018043876,1.00278764109697
"phi[802]",0.515885784604804,0.00579067120161624,0.580347804173663,-0.61781726897106,0.125421667959083,0.514012734037678,0.909072053936003,1.6618696629799,10044.2815752778,1.00228992619086
"phi[803]",0.477457285127166,0.00553385621138299,0.479845533899873,-0.465245653598922,0.154333224594188,0.47987779326539,0.799247249281975,1.42507336740347,7518.77646021275,1.00268264293917
"phi[804]",-0.0890705631628097,0.00512460547052779,0.507968260683253,-1.08434362397667,-0.430774626407032,-0.0926286532687543,0.253691333746372,0.90909870014161,9825.44621421812,1.00258247871184
"phi[805]",-0.032853819752519,0.00528592222211171,0.477155848281945,-0.96315328696643,-0.353579734707108,-0.0307087613169737,0.291237113202108,0.896856497034474,8148.52430279734,1.00264885666677
"phi[806]",-0.151557594537223,0.00457204889982352,0.534279727187658,-1.20022459118942,-0.50806148292834,-0.152815206523138,0.210610803566766,0.897042320787203,13655.753153098,1.0014470053177
"phi[807]",-0.0417029254389237,0.0046327653567433,0.531971275574601,-1.09501905139477,-0.395870680084968,-0.0417962290369882,0.319031512288234,1.00283993052293,13185.4743027944,1.00210971167697
"phi[808]",-0.117649401042827,0.00485138137297346,0.502665746097545,-1.09776772889094,-0.460541048454284,-0.115500235241797,0.226493595500504,0.860496661265051,10735.6353119086,1.00221799622973
"phi[809]",-0.0942952398727112,0.00519967868549313,0.47063083863919,-1.02396106484681,-0.410913890501574,-0.0933288860284588,0.222302339929184,0.818900991635971,8192.33585512286,1.00242739441437
"phi[810]",-0.146056739100823,0.00486841854007311,0.632693676950033,-1.38057329127339,-0.569381833564775,-0.143406855893262,0.278891974991134,1.09098017884397,16889.2814534215,1.00185516691204
"phi[811]",0.00481795880232509,0.00451198885678992,0.470865223855797,-0.922000347347548,-0.312249563688642,0.00205399898848502,0.320759845017049,0.929514317518455,10890.7351361573,1.0023002766415
"phi[812]",-0.351572009062894,0.00518547959034352,0.471938027507399,-1.27607254800824,-0.66749342542386,-0.350453645560966,-0.0335498160468994,0.567634671008347,8283.08441880278,1.00188246151922
"phi[813]",-0.21001647102552,0.00468839231634501,0.571311993182106,-1.32604968812074,-0.594904520167719,-0.211650264163075,0.174757364937134,0.907219522627068,14849.0541500548,1.00127013044503
"phi[814]",-0.263495681963746,0.00515834195182,0.470797798908168,-1.18833042236233,-0.580878987390143,-0.261979693979808,0.0581396797717577,0.653630434880411,8330.06883754327,1.00245650899286
"phi[815]",-0.593913321996856,0.00455609296044866,0.499462474463309,-1.57163946115086,-0.929508445810638,-0.592470671901958,-0.255938657725548,0.384380903847982,12017.6783372873,1.00128113854231
"phi[816]",-0.587724401886237,0.00481117425022978,0.529377677577206,-1.62687616087072,-0.941416687231453,-0.589341415034212,-0.234715743591116,0.456965285093269,12106.7918545233,1.00110856911204
"phi[817]",-0.38344186850134,0.00458140107267041,0.474460880171062,-1.31428421805185,-0.702391784960905,-0.381752730237899,-0.0626900310542519,0.548644583205771,10725.1702291258,1.00112316816591
"phi[818]",-0.440818733600242,0.00431861939795767,0.521911086888808,-1.46286394652878,-0.794456244688061,-0.441581881432931,-0.0871169672025434,0.581864545717292,14605.0545340287,1.00044529665318
"phi[819]",-0.401570431586746,0.00490075747113182,0.725531731102336,-1.8278513553055,-0.891160261529786,-0.401244156681526,0.0895924642835852,1.01270496471022,21917.2671232458,1.00031214386696
"phi[820]",-0.588248834980693,0.00469260578494358,0.521848219977747,-1.61121729213348,-0.938024799577219,-0.587086903251578,-0.233436592268017,0.429756173354929,12366.8834977688,1.00068267672274
"phi[821]",-0.398787709461352,0.00425599025728169,0.451398713235569,-1.28388040932332,-0.703333924822275,-0.398529913972647,-0.0933942110168879,0.484891510864543,11249.1415922975,1.00054004514544
"phi[822]",-1.10699681480811,0.00445824060804436,0.557655611821585,-2.19754683172645,-1.4878903604535,-1.10607748887121,-0.732352643281928,-0.00568262943043329,15646.0656165027,1.00146257270531
"phi[823]",-0.676760941899409,0.00482639013805964,0.459890021827059,-1.57418859303248,-0.986164717513897,-0.678016418332621,-0.369518503089246,0.237717155766322,9079.52489791022,1.00266413093357
"phi[824]",-0.0663174127950743,0.00420682996687682,0.527747325625561,-1.1083989136548,-0.418198941888653,-0.0655987616768767,0.290541836672041,0.960088877083789,15737.7326951661,1.00150812433591
"phi[825]",-0.0265121926519319,0.0041792840986333,0.499322685124385,-1.00732888124931,-0.363512575103901,-0.0285944267623002,0.307786630949082,0.95980291356727,14274.430994695,1.00167510641077
"phi[826]",-0.608201169394693,0.00438895578989582,0.556547774212474,-1.68998655577974,-0.985731312032123,-0.610039756221237,-0.235606114483023,0.483812315988528,16079.8683241143,1.00090518120848
"phi[827]",-0.858919344262163,0.00439166620310545,0.418986702466517,-1.67759689550876,-1.14324315042091,-0.860662773555386,-0.575916352510574,-0.0386962744976038,9102.10482959189,1.00171391387684
"phi[828]",-0.0245523470033272,0.00434655469763945,0.470487605046458,-0.951788369255667,-0.340520508470447,-0.0220360354809003,0.298127217064058,0.886741076754673,11716.7206202639,1.00258062115926
"phi[829]",-0.0191211797411414,0.00405190955000206,0.53066424103737,-1.05750179771658,-0.37543239510853,-0.0224874198015678,0.34048752690624,1.02648333348935,17152.2130652924,1.00111277524634
"phi[830]",-0.264101381794417,0.00397772136616665,0.46466154564169,-1.18345088345141,-0.57537944948248,-0.262111012891074,0.0506827863605347,0.648894819333775,13645.9805890379,1.00122838550271
"phi[831]",-0.264959615020741,0.00433303310685356,0.465216314209839,-1.18334010688344,-0.577450135083952,-0.262755722471569,0.0470537507450806,0.642902381169025,11527.2538644138,1.00254030187847
"phi[832]",-1.29427787138933,0.00407528918937603,0.444953197539095,-2.16634086798881,-1.59245633514923,-1.29594730849535,-0.992109917564352,-0.42265142392923,11920.9756052186,1.00011356949865
"phi[833]",-0.702262617177569,0.00453488193062286,0.461604283450817,-1.60029875785682,-1.01533376389497,-0.700800859887668,-0.389788645498432,0.196355450703107,10361.1435736496,1.00059217959914
"phi[834]",-0.998669760780702,0.00506815733058872,0.893499855977634,-2.75064971618233,-1.6015926502476,-0.993813938249279,-0.393448839466173,0.745975379073789,31080.5572863173,1.00001908774066
"phi[835]",-0.890819037221865,0.00435744903406032,0.457280865425534,-1.7815938660829,-1.19975633886449,-0.889609694055562,-0.582005761727735,0.00538474381163855,11012.8931525333,1.00022633072272
"phi[836]",-1.09397071549724,0.00431143383971094,0.483054816706539,-2.05090349849955,-1.41895167427911,-1.0909665798633,-0.768579843378243,-0.155762736547587,12553.0535570329,1.00062821609049
"phi[837]",-1.37776728642454,0.00427815288738895,0.485004998712917,-2.32979684942555,-1.70346647734879,-1.37583800365706,-1.05300436250459,-0.425730208494619,12852.2696202286,1.00044190460964
"phi[838]",-0.47155188260111,0.00444140408566082,0.56346763158685,-1.57927440655796,-0.855120486747748,-0.472116277012143,-0.0930600659424742,0.629700993158015,16095.2368002389,1.00028322624682
"phi[839]",-0.53123502985657,0.00409370937066584,0.464921232425378,-1.44339984785506,-0.846175650814546,-0.529297247434936,-0.21777672433689,0.378076307850605,12898.0705055805,1.00012906515242
"phi[840]",-0.269016375004802,0.00443409878912843,0.483513134064178,-1.21264773043845,-0.595401420381093,-0.267623487356743,0.058255922750131,0.677504274264532,11890.656188758,1.00013057529746
"phi[841]",-1.82347792800969,0.00394210126213087,0.477532362460168,-2.75392046050937,-2.14451306244232,-1.82290875817036,-1.50309233984655,-0.885618580829963,14674.0524262884,1.00039494323909
"phi[842]",-0.822252528472176,0.00463866260829899,0.561416108008064,-1.91778993087678,-1.19759519171829,-0.823854961018446,-0.442205150284402,0.282616005996449,14648.1968465983,0.999983862198872
"phi[843]",-1.48141307899132,0.00428427672112614,0.482472871191656,-2.42524978543074,-1.8069470447447,-1.48313848734082,-1.15476726369556,-0.535361328385357,12682.0881898951,1.00091678384274
"phi[844]",-1.19808344115915,0.00449284522730424,0.561780191803073,-2.30118911862938,-1.57384354637474,-1.19875891611483,-0.821806629756508,-0.0975021696160953,15634.713528017,1.00029436007326
"phi[845]",-0.839204121829563,0.00451180636183247,0.582438647667966,-1.97983132104302,-1.22994682456722,-0.839734918981983,-0.44585709372564,0.307727790141591,16664.7754111605,1.00102032225814
"phi[846]",-0.617252490881974,0.00472658306088708,0.533647465719571,-1.6654000183476,-0.977503189031378,-0.619961061089761,-0.259520523174348,0.42703359798346,12747.1857462366,1.00133311388042
"phi[847]",-0.542797595340923,0.00465007693148249,0.468864980176026,-1.45561744494291,-0.859244404944583,-0.542357551686981,-0.229553037972157,0.377776894777195,10166.590161099,1.0013084819979
"phi[848]",-0.958135856814794,0.00449822560081321,0.444800559379334,-1.82315591866974,-1.26001127321738,-0.957105972410559,-0.658164663713127,-0.0892968876251033,9777.95836299509,1.00110062726943
"phi[849]",-0.924074897670112,0.00447264860802048,0.533296150727134,-1.96999603818256,-1.28186331666318,-0.920627946995057,-0.567259256010322,0.130055834692693,14216.9795706802,1.00088377865414
"phi[850]",-0.521650008379177,0.00456017431782592,0.494671543722105,-1.49513872859495,-0.852434108939152,-0.522576518689622,-0.187308468342238,0.449516060719724,11767.141267592,1.00072390426111
"phi[851]",-0.794189839684921,0.00473806638240814,0.495242227189963,-1.76108401414565,-1.12601836187518,-0.795685340772188,-0.46054164992983,0.180980502828156,10925.2920177059,1.00064620999671
"phi[852]",0.27381534392206,0.0055918118209026,0.501395150491599,-0.710949144161444,-0.0672475758657806,0.274147574895351,0.612974747247072,1.2620092169612,8039.98359478336,1.00255903307511
"phi[853]",0.683047368803852,0.00571166963271103,0.577912287522416,-0.453777183742256,0.295443723258553,0.681658938868268,1.07424819618691,1.81219756506851,10237.5891778348,1.00247034893306
"phi[854]",0.397809956651697,0.00520685636819111,0.633793090042368,-0.844763927160868,-0.026359138068124,0.398363579974642,0.826817683719612,1.63449966178917,14816.437875481,1.00152118810147
"phi[855]",0.278644553138144,0.00557370646612621,0.421327840928272,-0.558892415117141,-0.00438925278081636,0.279110624241905,0.5633971835375,1.09910125694486,5714.15647861149,1.00329455995948
